pdf_page,render_path,full_text
37,page_renders/p37_render.png,70 71 北京市残障人士文化旅游 资源手册 优秀无障碍文化馆介绍 无障碍信息 无障碍文化活动 丰台区文化馆设置无障碍出入口，便于轮椅进出， 剧场公厕设置我障碍厕所。针对残疾人特殊群体，“相 声乐苑” “周末场演出”每场演出各送出20张免费门票， 积极推进基本公共服务均等。 信息名称 是 否 文化馆是否有无障碍出入口 √ 文化馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 文化馆内是否有无障碍厕所 √ 文化馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 北京市丰台区文化馆位于北京市丰台区西环南路 64 号，装修改造后于2007 年9 月正式投入使用，馆 舍建筑面积3848 ㎡。丰台区文化馆作为群众文化事 业机构，是丰台区群众文化艺术活动的中心，主要职 责为组织开展文艺演出、知识讲座和展览等群众性文 化艺术（娱乐）活动；辅导、培训群众文化系统在职 干部及业余文艺骨干；组织、辅导和研究群众文艺创 作，开展群众性文艺创作活动；开展非物质文化遗产 保护；公益电影放映。 丰台区文化馆 联系方式 地址：北京市丰台区西四环南路64 号 邮编：100071 联系电话：010-63845694（办公室） 惠民演出票务热线：63822426 实用信息 惠民演出活动 丰台区文化馆定期举办相声乐苑、文艺演出和新春 文化等各类文化惠民活动。 品牌活动 1.“我的丰台·我的家”群众合唱大赛，一般每年7-9 月比赛。 2.“我的丰台·我的家”群众舞蹈大赛，一般每年7-9 月比赛。 群众文化活动 1. 文化和自然遗产日”宣传月展示活动 2. 书法、绘画、合唱指挥等培训。 公众号二维码 无障碍信息 无障碍文化活动 文化馆内举办的群众文化活动，都是面向所有群 体。森林演出季活动会在每个街乡举办分会场演出， 便于无障碍人士参与。 信息名称 是 否 文化馆是否有无障碍出入口 √ 文化馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 文化馆内是否有无障碍厕所 √ 文化馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ ·潮流音乐节，每年5 月份，免费参与，直接现场 观看、参与。 ·金刺猬大学生戏剧节，每年8 月份，免费参与， 通过“金刺猬大学生戏剧节”或“北京9 剧场”微信 公众号抢票。 ·新舞蹈国际艺术节，每年8 月份，部分演出免费， 通过“北京新舞蹈国际艺术节”微信公众号抢票。 ·“春分朝阳”非遗群众文化活动，每年春分当日， 免费参与，直接现场观看、参与，但是人多的情况会限流。 ·老物件工作坊及馆内设施，全年免费参观，需要 提前预约。 ·非非戏剧演出季，每年4、5 月份，通过“北京9 剧场”微信公众号抢票。 ·传统节日文化活动，每年7 个传统节日，通过“朝 阳区文化馆”微信公众号，了解活动参与详情。
38,page_renders/p38_render.png,72 73 北京市残障人士文化旅游 资源手册 优秀无障碍文化馆介绍 通州区文化馆自2014 年由原来的永顺迁至北京 市通州区通胡大街76 号，是政府设立的全民所有制 公益性事业单位，全额拨款。文化馆现任领导班子为 馆长一人，书记一人、副馆长一人，馆长陈振清，支 部书记赵梓娃，副馆长张平伟。目前文化馆人员编制 为33 人，现有干部职工31 人，离退休人员22 人。 人员结构分行政、业务、工勤三部分，其中业务干部 人数占全馆总人数的77％，行政工勤人员占23％， 本科以上学历25 人，占全馆总人数的81％。文化馆 艺术门类包括：文学、美术、书法、摄影、声乐、器乐、 曲艺、戏剧、舞蹈等多个门类，人员配备基本合理。 部门设置分别为：音舞部、美术部、培训部、舞美部、 档案室、办公室、新媒体编辑部、老年活动部。文化 馆每年举办美术、书法、声乐、器乐、英语、舞蹈等 各种培训班，上千人次参加培训；开展美术、书法、 摄影等艺术作品展览，上万人次观看展览。文化馆多 次被评为区级精神文明单位和全国先进文化馆，全国 地、市级一级馆。 通州区文化馆 联系方式 地址：通州区通胡大街76 号院 邮编：101100 联系电话：010-56949386 邮箱：tongtu2002@163.com 实用信息 惠民演出活动 正月十五戏迷乐、新春团拜会、官网订票 品牌活动 我的舞台、正月十五戏迷乐、新春团拜会 无障碍信息 无障碍接待服务 1. 出入口有无障碍坡道； 2. 设有无障碍厕所； 3. 设有轮椅席位； 4. 开展多种形式的群众文化活动，可通过文化馆 官网查阅书法、摄影、器乐培训班开课信息和活动信 息（如艺术节、非物质文化遗产活动等），联系工作 人员报名； 5. 文化馆每年会有残联主办的专场演出活动。 网站二维码 网站二维码 公众号二维码 信息名称 是 否 是否有无障碍出入口 √ 是否有轮椅、拐杖等辅助器具借助服务 √ 展厅、陈列室、剧场是否有轮椅席位 √ 是否有无障碍厕所 √ 全景图或导览图中是否标明无障碍设施位置 √ 文化活动展示平台 √ 是否有无障碍停车位 √ 是否有盲文标志牌 √ 房山区文化活动中心B 座设有梦想剧场、非物质 文化遗产展厅、书画影展厅、艺术培训教室、录音棚 等。楼内剧场可容纳450 人，可举办音乐会，进行话 剧、儿童剧演出，放映公益电影。艺术培训教室26 间， 可开展舞蹈、合唱、杂技魔术、器乐、绘画等20 余 个门类的艺术培训；书画影展厅面积420 平方米，展 线232 米，内设可移动展板适于调整展区空间；非物 质文化遗产展厅设有专题展览，常年免费开放；楼内 还可进行摄像、影视频、音乐制作。中心还建设了房 山区公共文化数字服务平台，群众可通过平台实时参 与文化培训、借阅图书、查询基层文化设施及资源等。 联系方式 地址：北京市房山区长阳镇昊天北大街8 号。 邮编：102445 联系电话：010- 80391821 邮箱：gongxiangfangshan@126.com 实用信息 无障碍信息 无障碍接待服务 1. 出入口有无障碍坡道； 2. 设有无障碍停车位； 3. 电梯均有盲文标识； 4. 设有无障碍厕所； 5. 文化馆剧场设有轮椅席位； 6. 同心仁爱艺术团组织的公益演出活动，其中有 部分残疾人士参加。 网站二维码 信息名称 是 否 图书馆是否有无障碍出入口 √ 是否有轮椅、拐杖等辅助器具借助服务 √ 展厅、陈列室、剧场是否有轮椅席位 √ 是否有无障碍厕所 √ 全景图或导览图中是否标明无障碍设施位置 √ 是否有盲文标志牌 √ 文化活动展示平台 √ 是否有无障碍停车服务 √ 是否有针对无障碍人士开放的文化活动 √ 房山区文化馆
39,page_renders/p39_render.png,74 75 北京市残障人士文化旅游 资源手册 优秀无障碍文化馆介绍 大兴区文化馆在大兴区文化活动中心内，其中文 化馆建筑面积为6313.62 平方米，为地下一层，地上 四层。馆内配有562 个观众座位小剧场一个、面积 415 平方米展厅一个、面积400 平方米排练厅一个、 各种教室和小型排练厅等。馆内常年开设文学、美术、 舞蹈、音乐、戏剧等艺术门类的培训班，重点面向少 年儿童、老年人、残疾人等弱势群体，向群众免费开放。 同时将业务向基层延伸，文化馆根据需要选派业务干 部深入到基层进行辅导，开展各类培训，组织各种文 化活动。2015 年被评为国家一级文化馆。 大兴区文化馆 联系方式 地址：北京市大兴区黄村西大街11 号 邮编：102600 联系电话：010-69294359 实用信息 文化馆设施 内设小剧场一个，有525 个观众座位，具有现代领 先水平的灯光、音响和电影放映设备，能够开展各种 类型的演出、会议、报告等综合活动。面积423 平方 米的展厅一个，内设6平米前言台一个，展墙110延米， 可进行商业性展览、公益性展览和艺术类展览。面积 400 平米综合排练厅一个，小排量厅3 个，可共排练、 无障碍信息 无障碍接待服务 1.（1）出入口：设有4处满足无障碍同行的出入口. 2. 服务设施：设置3 处低位服务设施，设置休息 座椅并配有2 处能够停留轮椅的空间，报告厅、展览 厅、观众厅等设有观众席位时是否设有轮椅席位设置 有2 处轮椅席位。 3. 电梯：设有3 处无障碍电梯。 4. 楼梯：设有1 处无障碍楼梯。 5. 通道：设有9 处满足无障碍通道。 6. 通道：设有1 处盲人专用通道 7. 公共厕所：设有8 处合规无障碍公共厕所。 8. 公共停车场：设有100 处合规无障碍机动车停 车位，并设有3 处轮椅通道。 9. 无障碍标志及信息：设有10 处楼面示意图， 设有1 处电子显示屏。 网站二维码 公众号二维码 信息名称 是 否 文化馆是否有无障碍出入口 √ 文化馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 文化馆内是否有无障碍厕所 √ 文化馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 舞蹈综合使用。另有书画、电子琴教室、多媒体教室、 综合教室等，可进行多种培训、教学和活动。 顺义区文化馆规范管理事业单位，编制30 人， 截止到2019 年7 月实际在编24 人。其中管理岗21 人， 工勤岗3 人；硕士研究生2 人，大专及以上学历21 人， 大专以下2 人。 内设机构11 个，分别为办公室、财务室、文艺部、 信息技术部、音像工程部、培训辅导部、非遗办、创 作理论部、书法美术摄影部、展览部、志愿者分中心。 在免费开放工作和服务基层工作中，每年举办各类艺 术培训辅导班近60 期，业务干部下基层1300 余人次， 辅导2 万余人。 顺义区文化馆 联系方式 地址：北京市顺义区光明南街22 号路东 邮编：101300 联系电话：010-69422929 邮箱：syqwhg@163.com 实用信息 惠民演出活动 文化馆的群众文化活动包括广场舞大赛、合唱大赛、 戏曲票友大赛等；全年开放书法、美术、国画、摄影、 二胡等公共服务培训班。活动通过顺义文化馆微信公 众号发布消息招收学员和报名。 品牌活动 【二月新春】春节期间，无需订票； 【五月鲜花】天竺杯合唱大赛5-7 月份，无需订票； 【十月金秋】书画、美术、摄影展”每年十月份， 无需订票； 无障碍信息 网站二维码 公众号二维码 信息名称 是 否 文化馆是否有无障碍出入口 √ 文化馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 文化馆内是否有无障碍厕所 √ 文化馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √
40,page_renders/p40_render.png,76 77 北京市残障人士文化旅游 资源手册 优秀无障碍文化馆介绍 怀柔区文化馆单独建馆，馆内共有楼房3 栋，房 屋54间。主要用于免费对外开放开展舞蹈、书画、合唱、 电钢琴、排练、声乐等文艺培训班活动，同时还具有 专业录音棚、演播厅、书画展示厅。 怀柔区文化馆本着满足群众需求、服务百姓生活、 提升文艺素养的原则，以文艺培训为抓手，全年免费 对公众开放。常设免费服务项目包括演出、视听、展览、 阅览、培训、讲座、及体育等，每周开展25 项课程。 各类服务项目详细情况有公示并定期更换。 怀柔区文化馆 联系方式 地址：北京市怀柔区南大街20 号 邮编：101400 联系电话：010-69623370 邮箱：hrlwhg20@163.com 实用信息 无障碍信息 网站二维码 公众号二维码 信息名称 是 否 文化馆是否有无障碍出入口 √ 文化馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 文化馆内是否有无障碍厕所 √ 文化馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 昌平区文化馆始建于1949 年9 月。占地面积 7298 平方米，建筑面积5941 平方米。文化娱乐活动 场地、文化设施设备较齐全。人员编制35 人，设有 文艺辅导部部、文化志愿者部、文学理论研究部、美 术摄影部、非遗保护部、电影发行部、后勤部、办公室。 承担着区委、区政府大型文化活动、节日庆典的组织、 策划工作，负责组织、指导群众文化艺术活动，辅导 群众文艺创作，培训群众文艺骨干，研究群众文化艺 术工作，是全民所有制公益性文化事业单位 昌平区文化馆 联系方式 地址：昌平区政府街22 号 邮编：102200 联系电话：010-69742182 实用信息 无障碍信息 信息名称 是 否 文化馆是否有无障碍出入口 √ 文化馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 文化馆内是否有无障碍厕所 √ 文化馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √
41,page_renders/p41_render.png,"78 79 北京市残障人士文化旅游 资源手册 优秀无障碍文化馆介绍 平谷文化馆始建于1949 年，历经几次搬、拆迁后， 新馆址于2006 年1 月底落成，建筑面积7000 平米， 新馆内布局合理，文化活动场地丰富，硬件设施先进 齐全。 气派典雅的多功能小剧场，可举办各类文艺演出 和会议讲座活动。设有较专业的歌厅，还有各类培训 教室、舞蹈排练厅，美术摄影工作室，老年、少儿活 动中心，老年大学，展览展示中心大厅，音乐制作室 等厅室颇具特色，歌舞厅、排练厅，兵乓球，台球， 羽毛球健身房等活动场所, 常年对外免费开放。馆内 的艺术学会下设4 个专业协会，戏迷协会、奇石艺术 研究会、民间艺术研究会、油画研究会。 联系方式 地址：北京市平谷区府前西街1 号 邮编：101299 联系电话：010=69962231 邮箱：pgwhg@163.com 实用信息 公众号二维码 平谷区文化馆 无障碍信息 信息名称 是 否 文化馆是否有无障碍出入口 √ 文化馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 文化馆内是否有无障碍厕所 √ 文化馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 北京市密云区文化馆坐落在密云区新南路，紧邻 101 国道，是集办公、培训、排练、展览、演出、娱 乐为一体的公益性文化服务机构，整个办公大楼建筑 面积6700 余平方米，大楼配有设施齐全的排练厅、 展览厅、各类艺术培训教室、多功能厅、书画室、小 剧场等文化活动场所十余个，可以开展丰富多彩的群 众文化活动，努力提升我区广大人民群众的审美水平 和文化艺术素养。 密云区文化馆坚持努力提升大众艺术素养和为群 众服务的原则，每年深入基层演出，举办各类基层文 艺辅导。有计划、有组织地举办群众性的文艺比赛、 演出和各种展览活动。2012 年文化馆被北京市总工 会授予首都劳动奖状； 2012 年，文化志愿者服务分 中心开展的“暖心工程”项目在第十届中国艺术节上 获得群众文化领域政府奖项目类最高奖项——“群星 奖”。2018 年评为北京市级精神文明单位，首都市民 市级终身教育学习基地。 密云区文化馆 联系方式 地址：北京市密云区新南路101 号 邮编：101500 联系电话：13910696670 邮箱：121139873@qq.com 实用信息 无障碍信息 公众号二维码 信息名称 是 否 文化馆是否有无障碍出入口 √ 文化馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 文化馆内是否有无障碍厕所 √ 文化馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √"
42,page_renders/p42_render.png,80 81 北京市残障人士文化旅游 资源手册 优秀无障碍文化馆介绍 无 障 碍 文 化 旅 游 线 路 推 荐 北京市延庆文化馆始建于1951 年，馆址为北京 市延庆区妫水北街20 号，全馆建筑面积9730 平方米。 文化馆负责贯彻落实党和国家有关群众文化事业发展 的政策和法律法规，承担全区群众文化的普及、推广， 各类文化艺术的培训、创作、展览、交流任务，参与 区文委大型文化活动的策划组织和设备设施保障，参 与基层文化队伍建设和群众文化服务工作，负责全区 文化保护和群众文化研究工作等。2. 实用信息 延庆区文化馆 联系方式 地址：北京市延庆区妫水北街20 号 邮编：102100 联系电话：010- 69104546 邮箱： bjsyqxwhg@163.com m 实用信息 无障碍信息 公众号二维码 信息名称 是 否 文化馆是否有无障碍出入口 √ 文化馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 文化馆内是否有无障碍厕所 √ 文化馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √
43,page_renders/p43_render.png,82 83 北京市残障人士文化旅游 资源手册 无障碍文化旅游线路推荐 上午：10:00-11:30 首都图书馆 特色亮点： 首都图书馆内无障碍设施基本完善，馆内铺设有盲道通向各个公共服务地点。视障人士可 以在视障阅览区利用助视设备，进行阅读。同时，图书馆还提供各类盲文书籍和智能听书设备， 供视障人士使用。 图片展示： 线路二：针对视障人士 首都图书馆内景 奥林匹克森林公园内的湿地 奥林匹克森林公园内一处景观 首都图书馆内景 下午：14:00-15:30 奥林匹克公园 特色亮点： 奥林匹克公园无障碍设施设备基本完善。本次考察侧重于奥林匹克森林公园，景内绿植覆 盖率高，设有平坦的闭合环形无障碍线路。同时，景区内还拥有奥海、湿地、天元、露天剧场 等多处景观。视障人士可以在这里可以远离城市喧嚣，尽情享受听风赏泉的乐趣。 图片展示： 下午：14:00-15:30 中国抗日战争纪念馆 特色亮点： 中国抗日战争纪念馆为大型综合性专题纪 念馆，展品大多集中陈列在主馆一层，地面平坦 防滑，在出入口处均设有无障碍坡道，主馆内设 有环形闭合无障碍游览线路，方便轮椅乘坐者进 行参观游览。 图片展示： 线路一：针对肢残人士 上午：9:30-11:30 故宫 特色亮点： 故宫内设有一条贯穿南北的无障碍游览线路，南起端门，北至神武门，游览大约需要1.5 小时至2 小时，途径太和殿、乾清宫、御花园等主要景点。景区内无障碍设施基本完善，台阶处、 出入口处均设有无障碍坡道供轮椅乘坐者使用。 景区无障碍设施展示： 景区内无障碍坡道 游客中心提供的轮椅租借服务 馆内台阶处设置的轮椅坡道 为主馆出入口处轮椅坡道 轮椅升降机 无障碍卫生间 无障碍游览线路
44,page_renders/p44_render.png,记事本 84 北京市残障人士文化旅游 资源手册 线路三：针对听障人士 上午：9:30-11:00 中央广播电视塔 特色亮点： 中央广播电视塔无障碍设施基本完善。塔内设有残障人士专用直梯。露天观景台设在288 米处，听障人士能够在此尽观城市景色；同时塔内还设有中央电视台模拟体验区，能够为听障 人士带来不一样的乐趣体验。 图片展示： 下午：14:00-15:30 首都博物馆 特色亮点： 首都博物馆内无障碍设施基本完善。博物馆内无障碍参观线路呈闭合环形，游览时间大约 为2 个小时。听障人士可以在该馆内尽览各类展品的文化魅力。 图片展示： 景区出入口处无障碍坡道 露天观景台 首都博物馆内部展览 展览区域 无障碍洗手间 中央广播电视塔体验区 无障碍卫生间
45,,记事本 记事本
46,,记事本 记事本
47,,记事本 记事本
48,,记事本 记事本
49,,记事本 记事本
50,,记事本 记事本
51,,记事本 记事本
52,,记事本 记事本
53,,记事本 记事本
54,,记事本
